question,question_fr,order,disagg_var1,disagg_var1_fr,disaggregate1,disaggregate1_fr,label,label_fr,colpercent,round,collowercl,coluppercl,numerator,denominator,Suppress,notes,notes_fr,notes2,notes2_fr,Table,infobase_order
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$20,000 - $39,999",20 000 $ - 39 999 $,Three or more times,Trois fois ou plus,2.9,,0.8,10.0,3,110,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$40,000 - $59,999",40 000 $ - 59 999 $,Never,Jamais,84.6,,77.2,89.9,130,153,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$40,000 - $59,999",40 000 $ - 59 999 $,Once or twice only,Une ou deux fois seulement,10.5,^,5.8,18.4,17,153,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$40,000 - $59,999",40 000 $ - 59 999 $,Three or more times,Trois fois ou plus,4.9,,2.2,10.4,6,153,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$60,000 - $79,999",60 000 $ - 79 999 $,Never,Jamais,89.5,^,84.0,93.3,153,169,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$60,000 - $79,999",60 000 $ - 79 999 $,Once or twice only,Une ou deux fois seulement,7.9,,4.7,13.0,12,169,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$60,000 - $79,999",60 000 $ - 79 999 $,Three or more times,Trois fois ou plus,2.6,,0.7,9.1,4,169,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$80,000 - $99,999",80 000 $ - 99 999 $,Never,Jamais,85.4,,79.2,89.9,186,212,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$80,000 - $99,999",80 000 $ - 99 999 $,Once or twice only,Une ou deux fois seulement,11.8,,7.7,17.7,20,212,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$80,000 - $99,999",80 000 $ - 99 999 $,Three or more times,Trois fois ou plus,2.8,,1.0,8.0,6,212,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$100,000 - $149,999",100 000 $ - 149 999 $,Never,Jamais,84.4,,77.3,89.6,329,382,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$100,000 - $149,999",100 000 $ - 149 999 $,Once or twice only,Une ou deux fois seulement,10.6,,6.0,18.1,35,382,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$100,000 - $149,999",100 000 $ - 149 999 $,Three or more times,Trois fois ou plus,5.0,,3.1,7.9,18,382,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$150,000+","150,000 $ +",Never,Jamais,84.9,,79.3,89.2,341,405,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$150,000+","150,000 $ +",Once or twice only,Une ou deux fois seulement,9.0,,6.2,12.9,41,405,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$150,000+","150,000 $ +",Three or more times,Trois fois ou plus,6.1,,3.7,10.1,23,405,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Languages spoken well enough to conduct a conversation,Langues suffisamment bien parlées pour mener une conversation,English only,Anglais seulement,Never,Jamais,89.3,,84.8,92.5,979,1087,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Languages spoken well enough to conduct a conversation,Langues suffisamment bien parlées pour mener une conversation,English only,Anglais seulement,Once or twice only,Une ou deux fois seulement,8.0,,5.4,11.7,81,1087,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Languages spoken well enough to conduct a conversation,Langues suffisamment bien parlées pour mener une conversation,English only,Anglais seulement,Three or more times,Trois fois ou plus,2.7,,1.6,4.5,27,1087,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Languages spoken well enough to conduct a conversation,Langues suffisamment bien parlées pour mener une conversation,French only,Français seulement,Never,Jamais,81.4,,73.0,87.7,86,106,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Languages spoken well enough to conduct a conversation,Langues suffisamment bien parlées pour mener une conversation,French only,Français seulement,Once or twice only,Une ou deux fois seulement,8.2,,3.7,17.4,9,106,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Languages spoken well enough to conduct a conversation,Langues suffisamment bien parlées pour mener une conversation,French only,Français seulement,Three or more times,Trois fois ou plus,10.3,,5.9,17.6,11,106,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q05,15
