question,question_fr,order,disagg_var1,disagg_var1_fr,disaggregate1,disaggregate1_fr,label,label_fr,colpercent,round,collowercl,coluppercl,numerator,denominator,Suppress,notes,notes_fr,notes2,notes2_fr,Table,infobase_order
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,Alberta,L'Alberta,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",1.748673208,,1.330756534,2.294781893,48,2888,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,Alberta,L'Alberta,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.670738554,,0.364106228,1.232407437,20,2888,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,British Columbia,La Colombie-Britannique,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",1.759168186,,1.346649963,2.295112951,53,2999,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,British Columbia,La Colombie-Britannique,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.74722364,,0.495833414,1.124629517,21,2999,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,Manitoba,Le Manitoba,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",1.546031415,,1.082457307,2.203713253,29,1914,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,Manitoba,Le Manitoba,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.809811014,,0.495301526,1.321377547,15,1914,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,New Brunswick,Le Nouveau-Brunswick,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",0.906591201,,0.562807,1.457294449,18,1819,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,New Brunswick,Le Nouveau-Brunswick,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.605492897,,0.309597147,1.180839568,12,1819,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,Newfoundland and Labrador,La Terre-Neuve-et-Labrador,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",0.988525707,,0.552964717,1.761095116,17,2110,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,Newfoundland and Labrador,La Terre-Neuve-et-Labrador,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.287163145,,0.132153428,0.622857951,6,2110,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,Nova Scotia,La Nouvelle-Écosse,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",1.297685855,,0.84110325,1.997126869,25,2021,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,Nova Scotia,La Nouvelle-Écosse,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.459980973,v,0.24461584,0.86331731,10,2021,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,Ontario,L’Ontario,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",1.288012361,,1.01330729,1.635958489,60,5106,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,Ontario,L’Ontario,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.521276155,^,0.357556074,0.759390121,30,5106,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,Prince Edward Island,L’île du Prince-Édouard,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",1.051166287,,0.56592354,1.944337497,23,1909,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,Prince Edward Island,L’île du Prince-Édouard,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.682415306,,0.304200768,1.523679363,12,1909,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,Québec,Le Québec,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",0.854819233,,0.631665882,1.155890605,40,4842,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,Québec,Le Québec,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.185617066,,0.074459798,0.46194827,10,4842,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,Saskatchewan,La Saskatchewan,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",1.665845266,,1.18891444,2.329585421,33,1984,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Province,La province,Saskatchewan,La Saskatchewan,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.772968252,,0.437295015,1.36278169,15,1984,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * AGS_Q04,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Self-rated physical health,Santé physique auto-évaluée,Very good or excellent,Très bien ou excellente,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",0.848549707,,0.716020069,1.005361135,121,15548,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * HWB_Q01d,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Self-rated physical health,Santé physique auto-évaluée,Very good or excellent,Très bien ou excellente,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.380052278,,0.282392306,0.511312902,63,15548,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * HWB_Q01d,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Self-rated physical health,Santé physique auto-évaluée,Good,Bonne,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",1.386782773,,1.096651177,1.752312049,120,8870,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * HWB_Q01d,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Self-rated physical health,Santé physique auto-évaluée,Good,Bonne,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.558500814,,0.423377882,0.736429893,52,8870,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * HWB_Q01d,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Self-rated physical health,Santé physique auto-évaluée,Poor or fair,Mauvaise ou passable,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",3.376828759,,2.374022602,4.782477379,105,3144,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * HWB_Q01d,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Self-rated physical health,Santé physique auto-évaluée,Poor or fair,Mauvaise ou passable,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.925891161,,0.578687432,1.478314386,36,3144,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * HWB_Q01d,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Self-rated mental health,Santé mentale auto-évaluée,Very good or excellent,Très bien ou excellente,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",0.854975116,,0.69342607,1.053761243,120,14535,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * HWB_Q02d,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Self-rated mental health,Santé mentale auto-évaluée,Very good or excellent,Très bien ou excellente,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.352813649,,0.251174222,0.495377931,54,14535,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * HWB_Q02d,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Self-rated mental health,Santé mentale auto-évaluée,Good,Bonne,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",1.333388875,,1.088861361,1.631924342,99,7792,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * HWB_Q02d,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Self-rated mental health,Santé mentale auto-évaluée,Good,Bonne,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.492038218,v,0.339867198,0.71185513,40,7792,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * HWB_Q02d,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Self-rated mental health,Santé mentale auto-évaluée,Poor or fair,Mauvaise ou passable,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",2.660204336,,1.991690839,3.54498906,127,5182,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * HWB_Q02d,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Self-rated mental health,Santé mentale auto-évaluée,Poor or fair,Mauvaise ou passable,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.966140002,,0.72977751,1.278070671,57,5182,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * HWB_Q02d,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Disability status,Le statut d’handicap,Lives with disability,Vit avec un handicap,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",3.793190434,,3.155438046,4.553779374,131,3532,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * HWB_Q03,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Disability status,Le statut d’handicap,Lives with disability,Vit avec un handicap,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",1.39742125,,1.006599625,1.937013877,52,3532,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * HWB_Q03,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Disability status,Le statut d’handicap,Does not live with a disability,Ne vit pas avec un handicap,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",0.925757982,,0.811380371,1.056087358,207,23632,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * HWB_Q03,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Disability status,Le statut d’handicap,Does not live with a disability,Ne vit pas avec un handicap,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.360116394,,0.271732787,0.477110057,95,23632,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).",,,Table PR_Q03 * HWB_Q03,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Race,La race,Black,Noir,"Yes, in the past 12 months","Oui, au cours des 12 derniers mois",0.673119701,,0.323982277,1.393243776,10,1279,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).","Black includes African, African Canadian, Afro-Caribbean descent. East Asian includes Chinese, Japanese, Korean, Taiwanese descent. Indigenous includes First Nations, Inuk/Inuit, Métis descent. Latin American includes Hispanic orLatin American descent. Middle Eastern includes Arab, Persian, West Asian descent (e.g., Afghan, Egyptian, Iranian,Kurdish, Lebanese, Turkish). South Asian includes Bangladeshi, Indian, Indo-Caribbean, Pakistani, Sri Lankandescent. Southeast Asian includes Cambodian, Filipino, Indonesian, Thai, Vietnamese, or other Southeast Asiandescent. White includes European descent.","Noir inclut les descendants africains, afro-canadiens et afro-caribéens. Asiatique de l’Est inclut les Chinois, les Japonais, les Coréens, ceux d’origine taïwanaise. Autochtone inclut les membres des Premières Nations, les Inuks/Inuits et les Métis. Latino-Américain inclut les Hispaniques ou ceux de descendance latino-américaine. Moyen-Orientinclut les Arabes, Persans et Ouest-asiatiques (par exemple Afghans, Égyptiens, Iraniens, Kurdes, Libanais, Turcs).Asiatique du Sud inclut les Bangladais, les Indiens, les Indo-Caribéens, les Pakistanais et les descendants de SriLankan. Asiatique du Sud-Est inclut les Cambodgiens, les Philippins, les Indonésiens, les Thaïlandais, les Vietnamienset les descendants d’autres pays d’Asie du Sud-Est. Blanc inclut ceux de descendance européenne.",Table PR_Q03 * DEM_Q03,2
Lifetime use low-dose codeine for non-medical purposes,Consommation de codéine à faible dose à des fins non médicales au cours de la vie,20,Race,La race,Black,Noir,"Yes, but not in the past 12 months","Oui, mais pas au cours des 12 derniers mois",0.595980213,,0.297502849,1.190337488,8,1279,,"Percent of the population who has ever used low-dose codeine products for non-medical purposes. Non medical purposes were defined as reasons other than pain relief or other medical conditions (e.g., cough).","Pourcentage de la population qui a déjà consommé des produits à faible dose de codéine à des fins non médicales. Les fins non médicales ont été définies comme des raisons autres que le soulagement de la douleur ou d’autres conditions médicales (p. ex., la toux).","Black includes African, African Canadian, Afro-Caribbean descent. East Asian includes Chinese, Japanese, Korean, Taiwanese descent. Indigenous includes First Nations, Inuk/Inuit, Métis descent. Latin American includes Hispanic orLatin American descent. Middle Eastern includes Arab, Persian, West Asian descent (e.g., Afghan, Egyptian, Iranian,Kurdish, Lebanese, Turkish). South Asian includes Bangladeshi, Indian, Indo-Caribbean, Pakistani, Sri Lankandescent. Southeast Asian includes Cambodian, Filipino, Indonesian, Thai, Vietnamese, or other Southeast Asiandescent. White includes European descent.","Noir inclut les descendants africains, afro-canadiens et afro-caribéens. Asiatique de l’Est inclut les Chinois, les Japonais, les Coréens, ceux d’origine taïwanaise. Autochtone inclut les membres des Premières Nations, les Inuks/Inuits et les Métis. Latino-Américain inclut les Hispaniques ou ceux de descendance latino-américaine. Moyen-Orientinclut les Arabes, Persans et Ouest-asiatiques (par exemple Afghans, Égyptiens, Iraniens, Kurdes, Libanais, Turcs).Asiatique du Sud inclut les Bangladais, les Indiens, les Indo-Caribéens, les Pakistanais et les descendants de SriLankan. Asiatique du Sud-Est inclut les Cambodgiens, les Philippins, les Indonésiens, les Thaïlandais, les Vietnamienset les descendants d’autres pays d’Asie du Sud-Est. Blanc inclut ceux de descendance européenne.",Table PR_Q03 * DEM_Q03,2
